"Kind","Name","PercentLackOfCohesion","MaxInheritanceTree","CountClassBase","CountClassCoupled","CountClassDerived","CountDeclMethodAll","CountDeclInstanceMethod","CountDeclInstanceVariable","CountDeclMethod"
"Public Static Class","net.minecraftforge.event.entity.living.LivingEvent.LivingUpdateEvent",0,4,1,0,0,13,1,0,1
"Public Class","net.minecraftforge.event.entity.living.LivingFallEvent",0,4,1,0,0,13,1,1,1
"Public Class","net.minecraftforge.event.entity.living.LivingHurtEvent",0,4,1,0,0,13,1,2,1
"Public Class","net.minecraftforge.event.entity.living.LivingSetAttackTargetEvent",0,4,1,0,0,13,1,1,1
"Public Class","net.minecraftforge.event.entity.living.LivingSpawnEvent",0,4,1,2,2,13,1,4,1
"Public Static Class","net.minecraftforge.event.entity.living.LivingSpawnEvent.CheckSpawn",0,5,1,0,0,14,1,0,1
"Public Static Class","net.minecraftforge.event.entity.living.LivingSpawnEvent.SpecialSpawn",0,5,1,0,0,14,1,0,1
"Public Class","net.minecraftforge.event.entity.minecart.MinecartCollisionEvent",0,4,1,0,0,13,1,1,1
"Public Class","net.minecraftforge.event.entity.minecart.MinecartEvent",0,3,1,0,3,12,1,1,1
"Public Class","net.minecraftforge.event.entity.minecart.MinecartInteractEvent",0,4,1,0,0,13,1,1,1
"Public Class","net.minecraftforge.event.entity.minecart.MinecartUpdateEvent",0,4,1,0,0,13,1,3,1
"Public Class","net.minecraftforge.event.entity.player.ArrowLooseEvent",0,5,1,0,0,14,1,2,1
"Public Class","net.minecraftforge.event.entity.player.ArrowNockEvent",0,5,1,0,0,14,1,1,1
"Public Class","net.minecraftforge.event.entity.player.AttackEntityEvent",0,5,1,0,0,14,1,1,1
"Public Class","net.minecraftforge.event.entity.player.BonemealEvent",0,5,1,0,0,14,1,5,1
"Public Class","net.minecraftforge.event.entity.player.EntityInteractEvent",0,5,1,0,0,14,1,1,1
"Public Class","net.minecraftforge.event.entity.player.EntityItemPickupEvent",50,5,1,0,0,14,1,2,1
"Public Class","net.minecraftforge.event.entity.player.FillBucketEvent",25,5,1,0,0,14,1,4,1
"Public Class","net.minecraftforge.event.entity.player.PlayerDestroyItemEvent",0,5,1,0,0,14,1,1,1
"Public Class","net.minecraftforge.event.entity.player.PlayerDropsEvent",0,5,1,0,0,14,1,1,1
"Public Class","net.minecraftforge.event.entity.player.PlayerEvent",0,4,1,1,13,13,1,1,1
"Public Static Class","net.minecraftforge.event.entity.player.PlayerEvent.BreakSpeed",0,5,1,0,0,14,1,4,1
"Public Static Class","net.minecraftforge.event.entity.player.PlayerEvent.HarvestCheck",0,5,1,0,0,14,1,2,1
"Public Class","net.minecraftforge.event.entity.player.PlayerInteractEvent",42,5,1,2,0,15,2,7,2
"Public Class","net.minecraftforge.event.entity.player.PlayerSleepInBedEvent",25,5,1,0,0,14,1,4,1
"Public Class","net.minecraftforge.event.entity.player.UseHoeEvent",16,5,1,0,0,14,1,6,1
"Public Class","net.minecraftforge.event.terraingen.BiomeEvent",0,2,1,3,3,11,1,1,1
"Public Static Class","net.minecraftforge.event.terraingen.BiomeEvent.BiomeColor",0,3,1,0,3,12,1,2,1
"Public Static Class","net.minecraftforge.event.terraingen.BiomeEvent.BlockReplacement",0,3,1,0,2,12,1,2,1
"Public Static Class","net.minecraftforge.event.terraingen.BiomeEvent.CreateDecorator",0,3,1,0,0,12,1,2,1
"Public Static Class","net.minecraftforge.event.terraingen.BiomeEvent.GetFoliageColor",0,4,1,0,0,13,1,0,1
"Public Static Class","net.minecraftforge.event.terraingen.BiomeEvent.GetGrassColor",0,4,1,0,0,13,1,0,1
"Public Static Class","net.minecraftforge.event.terraingen.BiomeEvent.GetVillageBlockID",0,4,1,0,0,13,1,0,1
"Public Static Class","net.minecraftforge.event.terraingen.BiomeEvent.GetVillageBlockMeta",0,4,1,0,0,13,1,0,1
"Public Static Class","net.minecraftforge.event.terraingen.BiomeEvent.GetWaterColor",0,4,1,0,0,13,1,0,1
"Public Class","net.minecraftforge.event.terraingen.ChunkProviderEvent",0,2,1,1,3,11,1,1,1
"Public Static Class","net.minecraftforge.event.terraingen.ChunkProviderEvent.InitNoiseField",0,3,1,0,0,12,1,7,1
"Public Static Class","net.minecraftforge.event.terraingen.ChunkProviderEvent.ReplaceBiomeBlocks",0,3,1,0,0,12,1,4,1
"Public Class","net.minecraftforge.event.terraingen.DecorateBiomeEvent",0,2,1,1,3,11,1,4,1
"Public Static Class","net.minecraftforge.event.terraingen.DecorateBiomeEvent.Decorate",0,3,1,1,0,12,1,1,1
"Public Static Class","net.minecraftforge.event.terraingen.DecorateBiomeEvent.Post",0,3,1,0,0,12,1,0,1
"Public Static Class","net.minecraftforge.event.terraingen.DecorateBiomeEvent.Pre",0,3,1,0,0,12,1,0,1
"Public Class","net.minecraftforge.event.terraingen.InitMapGenEvent",0,2,1,1,0,11,1,3,1
"Public Class","net.minecraftforge.event.terraingen.InitNoiseGensEvent",0,3,1,0,0,12,1,3,1
"Public Class","net.minecraftforge.event.terraingen.OreGenEvent",0,2,1,1,3,11,1,4,1
"Public Static Class","net.minecraftforge.event.terraingen.OreGenEvent.GenerateMinable",0,3,1,1,0,12,1,2,1
"Public Static Class","net.minecraftforge.event.terraingen.OreGenEvent.Post",0,3,1,0,0,12,1,0,1
"Public Static Class","net.minecraftforge.event.terraingen.OreGenEvent.Pre",0,3,1,0,0,12,1,0,1
"Public Class","net.minecraftforge.event.terraingen.PopulateChunkEvent",0,3,1,1,3,12,1,5,1
"Public Static Class","net.minecraftforge.event.terraingen.PopulateChunkEvent.Populate",0,4,1,1,0,13,1,1,1
"Public Static Class","net.minecraftforge.event.terraingen.PopulateChunkEvent.Post",0,4,1,0,0,13,1,0,1
"Public Static Class","net.minecraftforge.event.terraingen.PopulateChunkEvent.Pre",0,4,1,0,0,13,1,0,1
"Public Class","net.minecraftforge.event.terraingen.SaplingGrowTreeEvent",0,3,1,0,0,12,1,4,1
"Public Abstract Class","net.minecraftforge.event.terraingen.TerrainGen",0,1,1,15,0,6,0,0,6
"Public Class","net.minecraftforge.event.terraingen.WorldTypeEvent",0,2,1,0,2,11,1,1,1
"Public Static Class","net.minecraftforge.event.terraingen.WorldTypeEvent.BiomeSize",0,3,1,0,0,12,1,2,1
"Public Static Class","net.minecraftforge.event.terraingen.WorldTypeEvent.InitBiomeGens",0,3,1,0,0,12,1,3,1
"Public Class","net.minecraftforge.event.world.ChunkDataEvent",0,4,1,0,2,15,2,1,2
"Public Static Class","net.minecraftforge.event.world.ChunkDataEvent.Load",0,5,1,0,0,16,1,0,1
"Public Static Class","net.minecraftforge.event.world.ChunkDataEvent.Save",0,5,1,0,0,16,1,0,1
"Public Class","net.minecraftforge.event.world.ChunkEvent",0,3,1,0,3,13,2,1,2
"Public Static Class","net.minecraftforge.event.world.ChunkEvent.Load",0,4,1,0,0,14,1,0,1
"Public Static Class","net.minecraftforge.event.world.ChunkEvent.Unload",0,4,1,0,0,14,1,0,1
"Public Class","net.minecraftforge.event.world.ChunkWatchEvent",0,2,1,0,2,11,1,2,1
"Public Static Class","net.minecraftforge.event.world.ChunkWatchEvent.UnWatch",0,3,1,0,0,12,1,0,1
"Public Static Class","net.minecraftforge.event.world.ChunkWatchEvent.Watch",0,3,1,0,0,12,1,0,1
"Public Class","net.minecraftforge.event.world.WorldEvent",0,2,1,1,7,11,1,1,1
"Public Static Class","net.minecraftforge.event.world.WorldEvent.Load",0,3,1,0,0,12,1,0,1
"Public Static Class","net.minecraftforge.event.world.WorldEvent.PotentialSpawns",0,3,1,0,0,12,1,5,1
"Public Static Class","net.minecraftforge.event.world.WorldEvent.Save",0,3,1,0,0,12,1,0,1
"Public Static Class","net.minecraftforge.event.world.WorldEvent.Unload",0,3,1,0,0,12,1,0,1
"Public Class","net.minecraftforge.liquids.LiquidContainerData",0,1,1,1,0,1,1,3,1
"Public Class","net.minecraftforge.liquids.LiquidContainerRegistry",81,1,1,2,0,10,0,0,10
"Public Abstract Class","net.minecraftforge.liquids.LiquidDictionary",0,1,1,5,0,5,0,0,5
"Public Static Class","net.minecraftforge.liquids.LiquidDictionary.LiquidRegisterEvent",0,2,1,1,0,11,1,2,1
"Public Class","net.minecraftforge.liquids.LiquidEvent",50,2,1,3,4,12,1,5,2
"Public Static Class","net.minecraftforge.liquids.LiquidEvent.LiquidDrainingEvent",0,3,1,2,0,13,1,1,1
"Public Static Class","net.minecraftforge.liquids.LiquidEvent.LiquidFillingEvent",0,3,1,2,0,13,1,1,1
"Public Static Class","net.minecraftforge.liquids.LiquidEvent.LiquidMotionEvent",0,3,1,1,0,13,1,0,1
"Public Static Class","net.minecraftforge.liquids.LiquidEvent.LiquidSpilledEvent",0,3,1,1,0,13,1,0,1
"Public Class","net.minecraftforge.liquids.LiquidStack",60,1,1,3,0,17,16,4,17
"Public Class","net.minecraftforge.liquids.LiquidTank",71,1,2,5,0,14,14,4,14
"Public Class","net.minecraftforge.oredict.OreDictionary",86,1,1,5,0,16,0,0,16
"Public Static Class","net.minecraftforge.oredict.OreDictionary.OreRegisterEvent",0,2,1,0,0,11,1,2,1
"Public Class","net.minecraftforge.oredict.ShapedOreRecipe",71,1,2,1,0,12,12,5,12
"Public Class","net.minecraftforge.oredict.ShapelessOreRecipe",55,1,2,1,0,10,10,2,10
"Public Class","net.minecraftforge.transformers.EventTransformer",0,1,2,1,0,3,3,0,3
"Public Class","net.minecraftforge.transformers.ForgeAccessTransformer",0,2,1,0,0,10,1,0,1
"Public Class","paulscode.sound.codecs.CodecIBXM",84,1,2,5,0,20,14,9,20
