Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Function,"Menu::Call",,,,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,0,30,9,26,0,0,0,10,5,19,23,7,0,16,5,5,5,1,4,,,,,0,,1,0,,0.00,,,,
Public Function,"Menu::Create",,,,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,9,2,6,0,0,0,6,2,5,6,1,0,5,2,2,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"Menu::Create",,,,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,9,2,6,0,0,0,7,2,6,7,1,0,6,2,2,3,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"Menu::Destroy",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,3,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Menu::Destroy",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,2,0,0,0,2,2,3,4,1,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"Menu::Insert",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Menu::Insert",,,,1,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,1,12,1,10,0,0,0,6,5,5,9,0,0,9,5,5,5,1,3,,,,,0,,1,0,,0.00,,,,
Public Function,"Menu::Menu",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,4,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Menu::Popup",,,,1,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,1,14,4,12,2,0,0,7,2,7,8,2,0,6,3,3,3,1,1,,,,,0,,1,0,,0.14,,,,
Public Function,"Menu::Popup",,,,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,2,8,2,6,1,0,0,7,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.13,,,,
Public Function,"Menu::Rebuild",,,,5,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,44,5,38,13,30,1,0,0,18,15,19,25,7,0,18,8,8,10,1,0,,,,,0,,4,0,,0.03,,,,
Public Function,"Menu::Remove",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Menu::Remove",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,0,0,1,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"Menu::~Menu",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuDelegate::ExecuteCommand",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,6,2,4,0,0,0,2,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"MenuDelegate::GetIconForCommandId",,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,8,3,5,0,0,0,4,2,4,5,1,0,4,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"MenuDelegate::GetLabelForCommandId",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,2,0,0,0,2,1,2,2,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuDelegate::HasIcon",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,6,2,4,0,0,0,3,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"MenuDelegate::IsCommandIdChecked",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,6,2,4,0,0,0,2,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"MenuDelegate::IsCommandIdEnabled",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,6,2,4,0,0,0,2,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"MenuDelegate::IsItemForCommandIdDynamic",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,6,2,4,0,0,0,2,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuDelegate::MenuDelegate",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuDelegate::MenuDelegate",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuDelegate::~MenuDelegate",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::Call",,,,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,0,31,8,24,0,0,0,12,7,19,25,6,0,19,7,7,7,1,6,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::Create",,,,3,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,3,18,3,14,0,0,0,8,4,14,16,2,0,14,3,3,4,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::Create",,,,7,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43,7,36,8,25,0,0,0,19,65,21,29,7,0,22,9,9,9,1,2,,,,,0,,3,0,,0.00,,,,
Public Function,"MenuItem::Destroy",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::Destroy",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,3,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::MenuItem",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,4,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::OnClick",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,6,2,3,0,0,0,2,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::OnClick",,,,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,1,6,2,3,2,0,0,2,2,3,4,1,0,3,2,2,2,1,0,,,,,0,,1,0,,0.33,,,,
Public Function,"MenuItem::SetChecked",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::SetChecked",,,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,5,1,3,1,0,0,2,1,3,3,0,0,3,1,1,1,1,0,,,,,0,,0,0,,0.20,,,,
Public Function,"MenuItem::SetEnabled",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::SetEnabled",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::SetIcon",,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1,11,3,8,0,0,0,9,2,6,7,1,0,6,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::SetIcon",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,10,1,7,0,0,0,0,2,3,4,0,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::SetIcon",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,10,1,7,0,0,0,6,2,3,4,0,0,4,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::SetLabel",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,0,0,1,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::SetLabel",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::SetSubmenu",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::SetSubmenu",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,4,0,0,0,0,2,2,3,0,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::SetSubmenu",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,4,0,0,0,3,2,2,3,0,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"MenuItem::SetTooltip",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::SetTooltip",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MenuItem::~MenuItem",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"MenuItemDelegate",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,2,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Static Function,"MetricsReportingControlledByPolicy",,,,1,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,0,3,1,1,0,15,2,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"MimeWriter",0,7,0,19,125,12,1,1,1,1,8,0,7,0,0,2,0,,0,2,,,,,13,4,0,4,0,13,13,0,0,0,3,10,,156,19,125,57,56,12,0,0,,,,74,24,1,49,,,,,,4,4,4,1,,0,,,83,0.10,18,18,18,12
Public Virtual Function,"MimeWriter::AddBoundary",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,0,0,1,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"MimeWriter::AddEnd",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,1,3,0,0,0,1,1,3,3,0,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"MimeWriter::AddFileContents",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,0,11,2,8,0,0,0,2,1,8,8,0,0,8,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MimeWriter::AddItem",,,,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,0,8,1,5,1,0,0,5,2,4,5,0,0,5,2,2,2,1,0,,,,,0,,1,0,,0.13,,,,
Protected Function,"MimeWriter::AddItemWithoutTrailingSpaces",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"MimeWriter::AddPairData",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,0,12,4,7,0,0,0,2,1,7,7,0,0,7,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"MimeWriter::AddPairDataInChunks",,,,5,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,38,5,33,11,23,0,0,0,8,4,20,23,5,0,18,4,4,4,1,2,,,,,0,,2,0,,0.00,,,,
Public Function,"MimeWriter::AddPairString",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Protected Function,"MimeWriter::AddString",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MimeWriter::Flush",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,4,1,2,0,0,0,2,2,3,4,0,1,3,3,3,3,1,0,,,,,0,,2,0,,0.00,,,,
Public Function,"MimeWriter::MimeWriter",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,4,0,0,0,0,5,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"MimeWriter::~MimeWriter",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"Minimize",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"ModuleNotFoundHardError",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,7,3,5,0,0,0,1,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Function,"Move",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindow::CapturePage",,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,5,1,3,1,0,0,2,2,2,3,0,0,3,2,2,2,1,0,,,,,0,,1,0,,0.20,,,,
Public Function,"NativeWindow::Create",,,,2,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,2,11,7,11,2,3,5,4,4,5,7,1,0,6,3,3,3,1,0,,,,,0,,1,0,,0.18,,,,
Public Function,"NativeWindow::InitFromManifest",,,,1,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,57,1,48,12,31,2,4,2,14,768,25,35,11,0,24,11,11,15,1,1,,,,,0,,1,0,,0.04,,,,
Public Function,"NativeWindow::LoadAppIconFromPackage",,,,0,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,10,2,6,2,0,0,6,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.20,,,,
Public Function,"NativeWindow::NativeWindow",,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,1,8,5,2,0,0,0,3,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"NativeWindow::web_contents",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindow::~NativeWindow",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::AddToolbar",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Close",,,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1,5,1,3,0,0,0,3,2,2,3,0,0,3,2,2,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::CreateToolbar",,,,7,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,7,31,2,29,0,0,0,12,1,23,23,1,0,22,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::FlashFrame",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Focus",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,4,0,0,0,4,2,2,3,0,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::GetBounds",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,1,7,3,3,0,0,0,4,1,5,5,2,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::GetPosition",,,,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,6,3,3,0,0,0,5,1,4,4,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::GetSize",,,,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,6,3,3,0,0,0,5,1,4,4,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::GetWindowEdge",,,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,2,7,1,5,0,0,0,6,3,3,5,0,0,5,3,3,4,3,2,,,,,2,,1,2,,0.00,,,,
Public Function,"NativeWindowGtk::HandleKeyboardEvent",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"NativeWindowGtk::Hide",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::InitialFocus",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::IsFullscreen",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::IsKiosk",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"NativeWindowGtk::IsMaximized",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"NativeWindowGtk::IsMinimized",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Maximize",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Minimize",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::Move",,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,8,5,6,0,0,0,7,1,6,6,4,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::NativeWindowGtk",,,,14,62,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,87,14,62,11,50,11,0,0,33,128,34,41,4,0,37,8,8,10,1,1,,,,,0,,1,0,,0.18,,,,
Public Function,"NativeWindowGtk::OnBackButtonClicked",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnButtonPress",,,,3,43,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,53,3,43,10,31,7,0,0,18,13,18,28,6,0,22,11,11,17,8,15,,,,,14,,4,14,,0.16,,,,
Public Function,"NativeWindowGtk::OnDevReloadButtonClicked",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnDevtoolsButtonClicked",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnFocusIn",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,6,1,4,0,0,0,7,2,3,4,0,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnFocusOut",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,3,0,0,0,3,2,2,3,0,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnForwardButtonClicked",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnMouseMoveEvent",,,,5,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,38,5,31,10,21,2,0,0,10,11,17,23,7,0,16,8,8,8,3,2,,,,,2,,2,2,,0.06,,,,
Public Function,"NativeWindowGtk::OnRefreshStopButtonClicked",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnURLEntryActivate",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,3,5,0,0,0,5,4,4,6,2,0,4,3,3,3,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnWindowDeleteEvent",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,6,2,3,0,0,0,3,2,2,3,0,0,3,2,2,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnWindowDestroyed",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,0,0,2,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::OnWindowState",,,,2,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,42,2,40,3,32,0,0,0,6,16,15,27,1,0,26,12,10,13,1,9,,,,,0,,3,0,,0.00,,,,
Public Function,"NativeWindowGtk::Restore",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetAlwaysOnTop",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,2,2,2,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetAsDesktop",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,7,2,5,0,0,0,5,1,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"NativeWindowGtk::SetFullscreen",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,5,0,0,0,2,2,3,4,0,0,4,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
